Nulo tabla 19/01/2026 14:45 MEF('030212', '8=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030212', '30=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030213', '30=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030212', '8=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030212', '8=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030213', '30=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030213', '30=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030213', '8=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030213', '8=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030213', '8=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030214', '30=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030214', '30=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030214', '8=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030214', '30=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030214', '8=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030214', '8=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030215', '30=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030215', '30=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030215', '30=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030215', '8=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030215', '8=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030216', '30=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030215', '8=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030216', '30=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030216', '8=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030216', '30=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030216', '8=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030216', '8=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030217', '30=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030217', '30=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030217', '30=', 'Actividad', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&30=&y=2025&ap=Actividad&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030217', '8=', 'Proyecto', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=Proyecto&cpage=1&psize=400
Nulo tabla 19/01/2026 14:45 MEF('030217', '8=', '', '2025', 'None') https://apps5.mineco.gob.pe/transparencia/Navegador/Navegar_7.aspx?_uhc=yes&0=&1=M&37=M&5=03&6=02&7=None&8=&y=2025&ap=&cpage=1&psize=400
